"macro_name","body"
"_GLIBCXX_MAKE_MOVE_IF_NOEXCEPT_ITERATOR","#define _GLIBCXX_MAKE_MOVE_IF_NOEXCEPT_ITERATOR(_Iter) std::__make_move_if_noexcept_iterator(_Iter)"
"_GLIBCXX_MAKE_MOVE_ITERATOR","#define _GLIBCXX_MAKE_MOVE_ITERATOR(_Iter) std::make_move_iterator(_Iter)"
"_mm256_madd52hi_epu64","#define _mm256_madd52hi_epu64(A,B,C) ((__m256i) __builtin_ia32_vpmadd52huq256 ((__v4di) (A), (__v4di) (B), (__v4di) (C)))"
"_mm256_madd52lo_epu64","#define _mm256_madd52lo_epu64(A,B,C) ((__m256i) __builtin_ia32_vpmadd52luq256 ((__v4di) (A), (__v4di) (B), (__v4di) (C)))"
"_mm_madd52hi_epu64","#define _mm_madd52hi_epu64(A,B,C) ((__m128i) __builtin_ia32_vpmadd52huq128 ((__v2di) (A), (__v2di) (B), (__v2di) (C)))"
"_mm_madd52lo_epu64","#define _mm_madd52lo_epu64(A,B,C) ((__m128i) __builtin_ia32_vpmadd52luq128 ((__v2di) (A), (__v2di) (B), (__v2di) (C)))"
"_IO","#define _IO(type,nr) _IOC(_IOC_NONE,(type),(nr),0)"
"_IOC_TYPECHECK","#define _IOC_TYPECHECK(t) (sizeof(t))"
"_IOC","#define _IOC(dir,type,nr,size) (((dir) << _IOC_DIRSHIFT) | ((type) << _IOC_TYPESHIFT) | ((nr) << _IOC_NRSHIFT) | ((size) << _IOC_SIZESHIFT))"
"CTL_RO_GEN","#define CTL_RO_GEN(n,v,t) static int n ## _ctl(tsd_t *tsd, const size_t *mib, size_t miblen, void *oldp, size_t *oldlenp, void *newp, size_t newlen) { int ret; t oldval; malloc_mutex_lock(tsd_tsdn(tsd), &ctl_mtx); READONLY(); oldval = (v); READ(oldval, t); ret = 0; label_return: malloc_mutex_unlock(tsd_tsdn(tsd), &ctl_mtx); return ret; }"
"CTL_RO_NL_CGEN","#define CTL_RO_NL_CGEN(c,n,v,t) static int n ## _ctl(tsd_t *tsd, const size_t *mib, size_t miblen, void *oldp, size_t *oldlenp, void *newp, size_t newlen) { int ret; t oldval; if (!(c)) { return ENOENT; } READONLY(); oldval = (v); READ(oldval, t); ret = 0; label_return: return ret; }"
"dictSlots","#define dictSlots(ht) ((ht)->size)"
"dictGetEntryVal","#define dictGetEntryVal(he) ((he)->val)"
"dictGetEntryKey","#define dictGetEntryKey(he) ((he)->key)"
"dictCompareHashKeys","#define dictCompareHashKeys(ht,key1,key2) (((ht)->type->keyCompare) ? (ht)->type->keyCompare((ht)->privdata, key1, key2) : (key1) == (key2))"
"dictSetHashKey","#define dictSetHashKey(ht,entry,_key_) do { if ((ht)->type->keyDup) entry->key = (ht)->type->keyDup((ht)->privdata, _key_); else entry->key = (_key_); } while(0)"
"dictFreeEntryKey","#define dictFreeEntryKey(ht,entry) if ((ht)->type->keyDestructor) (ht)->type->keyDestructor((ht)->privdata, (entry)->key)"
"dictSetHashVal","#define dictSetHashVal(ht,entry,_val_) do { if ((ht)->type->valDup) entry->val = (ht)->type->valDup((ht)->privdata, _val_); else entry->val = (_val_); } while(0)"
"LOG_UPTO","#define LOG_UPTO(pri) ((1 << ((pri)+1)) - 1)"
"LOG_MASK","#define LOG_MASK(pri) (1 << (pri))"
"LOG_FAC","#define LOG_FAC(p) (((p) & LOG_FACMASK) >> 3)"
"LOG_MAKEPRI","#define LOG_MAKEPRI(fac,pri) ((fac) | (pri))"
"LOG_PRI","#define LOG_PRI(p) ((p) & LOG_PRIMASK)"
"__isleap","#define __isleap(year) ((year) % 4 == 0 && ((year) % 100 != 0 || (year) % 400 == 0))"
"__DECLARE_FLEX_ARRAY","#define __DECLARE_FLEX_ARRAY(TYPE,NAME) struct { struct { } __empty_ ## NAME; TYPE NAME[]; }"
"__struct_group","#define __struct_group(TAG,NAME,ATTRS,MEMBERS...) union { struct { MEMBERS } ATTRS; struct TAG { MEMBERS } ATTRS NAME; } ATTRS"
"pthread_cleanup_pop_restore_np","#define pthread_cleanup_pop_restore_np(execute) do { } while (0); } while (0); __pthread_unregister_cancel_restore (&__cancel_buf); if (execute) __cancel_routine (__cancel_arg); } while (0)"
"pthread_cleanup_pop_restore_np","#define pthread_cleanup_pop_restore_np(execute) __clframe.__restore (); __clframe.__setdoit (execute); } while (0)"
"pthread_cleanup_push_defer_np","#define pthread_cleanup_push_defer_np(routine,arg) do { __pthread_unwind_buf_t __cancel_buf; void (*__cancel_routine) (void *) = (routine); void *__cancel_arg = (arg); int __not_first_call = __sigsetjmp_cancel (__cancel_buf.__cancel_jmp_buf, 0); if (__glibc_unlikely (__not_first_call)) { __cancel_routine (__cancel_arg); __pthread_unwind_next (&__cancel_buf); } __pthread_register_cancel_defer (&__cancel_buf); do {"
"pthread_cleanup_push_defer_np","#define pthread_cleanup_push_defer_np(routine,arg) do { __pthread_cleanup_class __clframe (routine, arg); __clframe.__defer ()"
"pthread_cleanup_pop","#define pthread_cleanup_pop(execute) do { } while (0); } while (0); __pthread_unregister_cancel (&__cancel_buf); if (execute) __cancel_routine (__cancel_arg); } while (0)"
"pthread_cleanup_pop","#define pthread_cleanup_pop(execute) __clframe.__setdoit (execute); } while (0)"
"pthread_cleanup_push","#define pthread_cleanup_push(routine,arg) do { __pthread_unwind_buf_t __cancel_buf; void (*__cancel_routine) (void *) = (routine); void *__cancel_arg = (arg); int __not_first_call = __sigsetjmp_cancel (__cancel_buf.__cancel_jmp_buf, 0); if (__glibc_unlikely (__not_first_call)) { __cancel_routine (__cancel_arg); __pthread_unwind_next (&__cancel_buf); } __pthread_register_cancel (&__cancel_buf); do {"
"pthread_cleanup_push","#define pthread_cleanup_push(routine,arg) do { __pthread_cleanup_class __clframe (routine, arg)"
"qr","#define qr(a_type) struct { a_type *qre_next; a_type *qre_prev; }"
"ql_elm","#define ql_elm(a_type) qr(a_type)"
"dictFreeEntryVal","#define dictFreeEntryVal(ht,entry) if ((ht)->type->valDestructor) (ht)->type->valDestructor((ht)->privdata, (entry)->val)"
"CTL_RO_NL_GEN","#define CTL_RO_NL_GEN(n,v,t) static int n ## _ctl(tsd_t *tsd, const size_t *mib, size_t miblen, void *oldp, size_t *oldlenp, void *newp, size_t newlen) { int ret; t oldval; READONLY(); oldval = (v); READ(oldval, t); ret = 0; label_return: return ret; }"
"NEITHER_READ_NOR_WRITE","#define NEITHER_READ_NOR_WRITE() do { if (oldp != NULL || oldlenp != NULL || newp != NULL || newlen != 0) { ret = EPERM; goto label_return; } } while (0)"
"READ_XOR_WRITE","#define READ_XOR_WRITE() do { if ((oldp != NULL && oldlenp != NULL) && (newp != NULL || newlen != 0)) { ret = EPERM; goto label_return; } } while (0)"
"CTL_RO_CONFIG_GEN","#define CTL_RO_CONFIG_GEN(n,t) static int n ## _ctl(tsd_t *tsd, const size_t *mib, size_t miblen, void *oldp, size_t *oldlenp, void *newp, size_t newlen) { int ret; t oldval; READONLY(); oldval = n; READ(oldval, t); ret = 0; label_return: return ret; }"
"seq_define","#define seq_define(type,short_type) typedef struct { atomic_zu_t seq; atomic_zu_t data[ (sizeof(type) + sizeof(size_t) - 1) / sizeof(size_t)]; } seq_ ## short_type ## _t; static inline void seq_store_ ## short_type(seq_ ## short_type ## _t *dst, type *src) { size_t buf[sizeof(dst->data) / sizeof(size_t)]; buf[sizeof(buf) / sizeof(size_t) - 1] = 0; memcpy(buf, src, sizeof(type)); size_t old_seq = atomic_load_zu(&dst->seq, ATOMIC_RELAXED); atomic_store_zu(&dst->seq, old_seq + 1, ATOMIC_RELAXED); atomic_fence(ATOMIC_RELEASE); for (size_t i = 0; i < sizeof(buf) / sizeof(size_t); i++) { atomic_store_zu(&dst->data[i], buf[i], ATOMIC_RELAXED); } atomic_store_zu(&dst->seq, old_seq + 2, ATOMIC_RELEASE); } static inline bool seq_try_load_ ## short_type(type *dst, seq_ ## short_type ## _t *src) { size_t buf[sizeof(src->data) / sizeof(size_t)]; size_t seq1 = atomic_load_zu(&src->seq, ATOMIC_ACQUIRE); if (seq1 % 2 != 0) { return false; } for (size_t i = 0; i < sizeof(buf) / sizeof(size_t); i++) { buf[i] = atomic_load_zu(&src->data[i], ATOMIC_RELAXED); } atomic_fence(ATOMIC_ACQUIRE); size_t seq2 = atomic_load_zu(&src->seq, ATOMIC_RELAXED); if (seq1 != seq2) { return false; } memcpy(dst, buf, sizeof(type)); return true; }"
"FOR_EACH_HOOK_BEGIN","#define FOR_EACH_HOOK_BEGIN(hooks_internal_ptr) for (int for_each_hook_counter = 0; for_each_hook_counter < HOOK_MAX; for_each_hook_counter++) { bool for_each_hook_success = seq_try_load_hooks( (hooks_internal_ptr), &hooks[for_each_hook_counter]); if (!for_each_hook_success) { continue; } if (!(hooks_internal_ptr)->in_use) { continue; }"
"CTL_RO_CLGEN","#define CTL_RO_CLGEN(c,l,n,v,t) static int n ## _ctl(tsd_t *tsd, const size_t *mib, size_t miblen, void *oldp, size_t *oldlenp, void *newp, size_t newlen) { int ret; t oldval; if (!(c)) { return ENOENT; } if (l) { malloc_mutex_lock(tsd_tsdn(tsd), &ctl_mtx); } READONLY(); oldval = (v); READ(oldval, t); ret = 0; label_return: if (l) { malloc_mutex_unlock(tsd_tsdn(tsd), &ctl_mtx); } return ret; }"
"INDEX_PROTO","#define INDEX_PROTO(n) static const ctl_named_node_t *n ## _index(tsdn_t *tsdn, const size_t *mib, size_t miblen, size_t i);"
"PTR_CEILING","#define PTR_CEILING(a) (((a) + PTR_MASK) & ~PTR_MASK)"
"CTL_PROTO","#define CTL_PROTO(n) static int n ## _ctl(tsd_t *tsd, const size_t *mib, size_t miblen, void *oldp, size_t *oldlenp, void *newp, size_t newlen);"
"xmallctlbymibname","#define xmallctlbymibname(mib,miblen,name,miblenp,oldp,oldlenp,newp,newlen) do { if (ctl_bymibname(tsd_fetch(), mib, miblen, name, miblenp, oldp, oldlenp, newp, newlen) != 0) { malloc_write( ""<jemalloc>: Failure in ctl_bymibname()\n""); abort(); } } while (0)"
"xmallctlmibnametomib","#define xmallctlmibnametomib(mib,miblen,name,miblenp) do { if (ctl_mibnametomib(tsd_fetch(), mib, miblen, name, miblenp) != 0) { malloc_write( ""<jemalloc>: Failure in ctl_mibnametomib()\n""); abort(); } } while (0)"
"DICT_NOTUSED","#define DICT_NOTUSED(V) ((void) V)"
"OBJ_SHARED_HDR_STRLEN","#define OBJ_SHARED_HDR_STRLEN(_len_) (((_len_) < 10) ? 4 : 5)"
"redis_member2struct","#define redis_member2struct(struct_name,member_name,member_addr) ((struct_name *)((char*)member_addr - offsetof(struct_name, member_name)))"
"numElements","#define numElements(x) (sizeof(x)/sizeof((x)[0]))"
"_MM_GET_DENORMALS_ZERO_MODE","#define _MM_GET_DENORMALS_ZERO_MODE() (_mm_getcsr() & _MM_DENORMALS_ZERO_MASK)"
"_MM_SET_DENORMALS_ZERO_MODE","#define _MM_SET_DENORMALS_ZERO_MODE(mode) _mm_setcsr ((_mm_getcsr () & ~_MM_DENORMALS_ZERO_MASK) | (mode))"
"TICKER_GEOM_INIT","#define TICKER_GEOM_INIT(nticks) {nticks, nticks}"
"ql_remove","#define ql_remove(a_head,a_elm,a_field) do { if (ql_first(a_head) == (a_elm)) { ql_first(a_head) = qr_next(ql_first(a_head), a_field); } if (ql_first(a_head) != (a_elm)) { qr_remove((a_elm), a_field); } else { ql_new(a_head); } } while (0)"
"qr_remove","#define qr_remove(a_qr,a_field) qr_split(qr_next(a_qr, a_field), (a_qr), a_field)"
"qr_split","#define qr_split(a_qr_a,a_qr_b,a_field) qr_meld((a_qr_a), (a_qr_b), a_field)"
"ql_last","#define ql_last(a_head,a_field) (ql_empty(a_head) ? NULL : qr_prev(ql_first(a_head), a_field))"
"qr_prev","#define qr_prev(a_qr,a_field) ((a_qr)->a_field.qre_prev)"
"ql_reverse_foreach","#define ql_reverse_foreach(a_var,a_head,a_field) qr_reverse_foreach((a_var), ql_first(a_head), a_field)"
"REGISTER_API","#define REGISTER_API(name) moduleRegisterApi(""RedisModule_"" #name, (void *)(unsigned long)RM_ ## name)"
"qr_reverse_foreach","#define qr_reverse_foreach(var,a_qr,a_field) for ((var) = ((a_qr) != NULL) ? qr_prev(a_qr, a_field) : NULL; (var) != NULL; (var) = (((var) != (a_qr)) ? (var)->a_field.qre_prev : NULL))"
"timersub","#define timersub(a,b,result) do { (result)->tv_sec = (a)->tv_sec - (b)->tv_sec; (result)->tv_usec = (a)->tv_usec - (b)->tv_usec; if ((result)->tv_usec < 0) { --(result)->tv_sec; (result)->tv_usec += 1000000; } } while (0)"
"timeradd","#define timeradd(a,b,result) do { (result)->tv_sec = (a)->tv_sec + (b)->tv_sec; (result)->tv_usec = (a)->tv_usec + (b)->tv_usec; if ((result)->tv_usec >= 1000000) { ++(result)->tv_sec; (result)->tv_usec -= 1000000; } } while (0)"
"timercmp","#define timercmp(a,b,CMP) (((a)->tv_sec == (b)->tv_sec) ? ((a)->tv_usec CMP (b)->tv_usec) : ((a)->tv_sec CMP (b)->tv_sec))"
"timerclear","#define timerclear(tvp) ((tvp)->tv_sec = (tvp)->tv_usec = 0)"
"timerisset","#define timerisset(tvp) ((tvp)->tv_sec || (tvp)->tv_usec)"
"TIMESPEC_TO_TIMEVAL","#define TIMESPEC_TO_TIMEVAL(tv,ts) { (tv)->tv_sec = (ts)->tv_sec; (tv)->tv_usec = (ts)->tv_nsec / 1000; }"
"TIMEVAL_TO_TIMESPEC","#define TIMEVAL_TO_TIMESPEC(tv,ts) { (ts)->tv_sec = (tv)->tv_sec; (ts)->tv_nsec = (tv)->tv_usec * 1000; }"
"__glibcxx_requires_irreflexive_pred2","#define __glibcxx_requires_irreflexive_pred2(_First,_Last,_Pred) "
"__glibcxx_requires_irreflexive_pred","#define __glibcxx_requires_irreflexive_pred(_First,_Last,_Pred) "
"__glibcxx_requires_irreflexive2","#define __glibcxx_requires_irreflexive2(_First,_Last) "
"__glibcxx_requires_irreflexive","#define __glibcxx_requires_irreflexive(_First,_Last) "
"GROUP_FILTER_SIZE","#define GROUP_FILTER_SIZE(numsrc) (sizeof (struct group_filter) - sizeof (struct sockaddr_storage) + ((numsrc) * sizeof (struct sockaddr_storage)))"
"__glibcxx_requires_string_len","#define __glibcxx_requires_string_len(_String,_Len) "
"IP_MSFILTER_SIZE","#define IP_MSFILTER_SIZE(numsrc) (sizeof (struct ip_msfilter) - sizeof (struct in_addr) + (numsrc) * sizeof (struct in_addr))"
"__glibcxx_requires_string","#define __glibcxx_requires_string(_String) "
"__glibcxx_requires_heap_pred","#define __glibcxx_requires_heap_pred(_First,_Last,_Pred) "
"__glibcxx_requires_heap","#define __glibcxx_requires_heap(_First,_Last) "
"__glibcxx_requires_partitioned_upper_pred","#define __glibcxx_requires_partitioned_upper_pred(_First,_Last,_Value,_Pred) "
"__glibcxx_requires_partitioned_lower_pred","#define __glibcxx_requires_partitioned_lower_pred(_First,_Last,_Value,_Pred) "
"__glibcxx_requires_partitioned_upper","#define __glibcxx_requires_partitioned_upper(_First,_Last,_Value) "
"LONG_CEILING","#define LONG_CEILING(a) (((a) + LONG_MASK) & ~LONG_MASK)"
"_mm_dpwssds_epi32","#define _mm_dpwssds_epi32(A,B,C) ((__m128i) __builtin_ia32_vpdpwssds_v4si ((__v4si) (A), (__v4si) (B), (__v4si) (C)))"
"_mm256_dpwssds_epi32","#define _mm256_dpwssds_epi32(A,B,C) ((__m256i) __builtin_ia32_vpdpwssds_v8si ((__v8si) (A), (__v8si) (B), (__v8si) (C)))"
"_mm_dpwssd_epi32","#define _mm_dpwssd_epi32(A,B,C) ((__m128i) __builtin_ia32_vpdpwssd_v4si ((__v4si) (A), (__v4si) (B), (__v4si) (C)))"
"_mm256_dpwssd_epi32","#define _mm256_dpwssd_epi32(A,B,C) ((__m256i) __builtin_ia32_vpdpwssd_v8si ((__v8si) (A), (__v8si) (B), (__v8si) (C)))"
"_mm_dpbusds_epi32","#define _mm_dpbusds_epi32(A,B,C) ((__m128i) __builtin_ia32_vpdpbusds_v4si ((__v4si) (A), (__v4si) (B), (__v4si) (C)))"
"_mm256_dpbusds_epi32","#define _mm256_dpbusds_epi32(A,B,C) ((__m256i) __builtin_ia32_vpdpbusds_v8si ((__v8si) (A), (__v8si) (B), (__v8si) (C)))"
"_mm_dpbusd_epi32","#define _mm_dpbusd_epi32(A,B,C) ((__m128i) __builtin_ia32_vpdpbusd_v4si ((__v4si) (A), (__v4si) (B), (__v4si) (C)))"
"_mm256_dpbusd_epi32","#define _mm256_dpbusd_epi32(A,B,C) ((__m256i) __builtin_ia32_vpdpbusd_v8si ((__v8si) (A), (__v8si) (B), (__v8si) (C)))"
"xmallctlbymib","#define xmallctlbymib(mib,miblen,oldp,oldlenp,newp,newlen) do { if (je_mallctlbymib(mib, miblen, oldp, oldlenp, newp, newlen) != 0) { malloc_write( ""<jemalloc>: Failure in xmallctlbymib()\n""); abort(); } } while (0)"
"xmallctlnametomib","#define xmallctlnametomib(name,mibp,miblenp) do { if (je_mallctlnametomib(name, mibp, miblenp) != 0) { malloc_printf(""<jemalloc>: Failure in "" ""xmallctlnametomib(\""%s\"", ...)\n"", name); abort(); } } while (0)"
"xmallctl","#define xmallctl(name,oldp,oldlenp,newp,newlen) do { if (je_mallctl(name, oldp, oldlenp, newp, newlen) != 0) { malloc_printf( ""<jemalloc>: Failure in xmallctl(\""%s\"", ...)\n"", name); abort(); } } while (0)"
"htonu64","#define htonu64(v) REDIS_BSWAP64(v)"
"latencyRemoveNestedEvent","#define latencyRemoveNestedEvent(event_var,nested_var) event_var += nested_var;"
"intrev64ifbe","#define intrev64ifbe(v) (v)"
"intrev16ifbe","#define intrev16ifbe(v) (v)"
"__glibcxx_requires_partitioned_lower","#define __glibcxx_requires_partitioned_lower(_First,_Last,_Value) "
"__glibcxx_requires_sorted_set_pred","#define __glibcxx_requires_sorted_set_pred(_First1,_Last1,_First2,_Pred) "
"__glibcxx_requires_sorted_set","#define __glibcxx_requires_sorted_set(_First1,_Last1,_First2) "
"__glibcxx_requires_sorted_pred","#define __glibcxx_requires_sorted_pred(_First,_Last,_Pred) "
"__glibcxx_requires_sorted","#define __glibcxx_requires_sorted(_First,_Last) "
"MALLOCX_ARENA_GET","#define MALLOCX_ARENA_GET(flags) (((unsigned)(((unsigned)flags) >> MALLOCX_ARENA_SHIFT)) - 1)"
"__glibcxx_requires_can_decrement_range","#define __glibcxx_requires_can_decrement_range(_First1,_Last1,_First2) "
"_mm_maskz_cvt_roundps_ph","#define _mm_maskz_cvt_roundps_ph(A,B,C) _mm_maskz_cvtps_ph ((A), (B), (C))"
"_mm_mask_cvt_roundps_ph","#define _mm_mask_cvt_roundps_ph(A,B,C,D) _mm_mask_cvtps_ph ((A), (B), (C), (D))"
"_mm256_maskz_cvt_roundps_ph","#define _mm256_maskz_cvt_roundps_ph(A,B,C) _mm256_maskz_cvtps_ph ((A), (B), (C))"
"_mm256_mask_cvt_roundps_ph","#define _mm256_mask_cvt_roundps_ph(A,B,C,D) _mm256_mask_cvtps_ph ((A), (B), (C), (D))"
"_mm256_permutexvar_ps","#define _mm256_permutexvar_ps(A,B) _mm256_permutevar8x32_ps ((B), (A))"
"COMPACT_FMT_66","#define COMPACT_FMT_66(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_64(__VA_ARGS__)"
"COMPACT_FMT_64","#define COMPACT_FMT_64(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_62(__VA_ARGS__)"
"COMPACT_FMT_62","#define COMPACT_FMT_62(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_60(__VA_ARGS__)"
"COMPACT_FMT_60","#define COMPACT_FMT_60(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_58(__VA_ARGS__)"
"COMPACT_FMT_58","#define COMPACT_FMT_58(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_56(__VA_ARGS__)"
"COMPACT_FMT_56","#define COMPACT_FMT_56(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_54(__VA_ARGS__)"
"rdbIsObjectType","#define rdbIsObjectType(t) (((t) >= 0 && (t) <= 7) || ((t) >= 9 && (t) <= 25))"
"COMPACT_FMT_54","#define COMPACT_FMT_54(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_52(__VA_ARGS__)"
"COMPACT_FMT_52","#define COMPACT_FMT_52(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_50(__VA_ARGS__)"
"COMPACT_FMT_50","#define COMPACT_FMT_50(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_48(__VA_ARGS__)"
"UTRACE","#define UTRACE(a,b,c) "
"__glibcxx_requires_can_increment_range","#define __glibcxx_requires_can_increment_range(_First1,_Last1,_First2) "
"__glibcxx_requires_can_increment","#define __glibcxx_requires_can_increment(_First,_Size) "
"__glibcxx_requires_valid_range","#define __glibcxx_requires_valid_range(_First,_Last) "
"__glibcxx_requires_cond","#define __glibcxx_requires_cond(_Cond,_Msg) "
"MALLOCX_TCACHE_GET","#define MALLOCX_TCACHE_GET(flags) (((unsigned)((flags & MALLOCX_TCACHE_MASK) >> MALLOCX_TCACHE_SHIFT)) - 2)"
"MALLOCX_ZERO_GET","#define MALLOCX_ZERO_GET(flags) ((bool)(flags & MALLOCX_ZERO))"
"ql_head","#define ql_head(a_type) struct { a_type *qlh_first; }"
"MALLOCX_ALIGN_GET","#define MALLOCX_ALIGN_GET(flags) (MALLOCX_ALIGN_GET_SPECIFIED(flags) & (SIZE_T_MAX-1))"
"MALLOCX_ALIGN_GET_SPECIFIED","#define MALLOCX_ALIGN_GET_SPECIFIED(flags) (ZU(1) << (flags & MALLOCX_LG_ALIGN_MASK))"
"_mm_maskz_cvtsd_ss","#define _mm_maskz_cvtsd_ss(U,A,B) _mm_maskz_cvt_roundsd_ss ((U), (A), (B), _MM_FROUND_CUR_DIRECTION)"
"CONF_VALUE_READ","#define CONF_VALUE_READ(max_t,result) char *end; set_errno(0); result = (max_t)malloc_strtoumax(v, &end, 0);"
"CONF_VALUE_READ_FAIL","#define CONF_VALUE_READ_FAIL() (get_errno() != 0 || (uintptr_t)end - (uintptr_t)v != vlen)"
"_mm_maskz_cmul_round_sch","#define _mm_maskz_cmul_round_sch(U,A,B,R) _mm_maskz_fcmul_round_sch ((U), (A), (B), (R))"
"CONF_HANDLE_INT64_T","#define CONF_HANDLE_INT64_T(o,n,min,max,check_min,check_max,clip) CONF_HANDLE_T_SIGNED(int64_t, o, n, min, max, check_min, check_max, clip)"
"_mm_mask_cmul_round_sch","#define _mm_mask_cmul_round_sch(W,U,A,B,R) _mm_mask_fcmul_round_sch ((W), (U), (A), (B), (R))"
"_mm_cmul_round_sch","#define _mm_cmul_round_sch(A,B,R) _mm_fcmul_round_sch ((A), (B), (R))"
"CONF_HANDLE_UINT64_T","#define CONF_HANDLE_UINT64_T(o,n,min,max,check_min,check_max,clip) CONF_HANDLE_T_U(uint64_t, o, n, min, max, check_min, check_max, clip)"
"COMPACT_FMT_48","#define COMPACT_FMT_48(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_46(__VA_ARGS__)"
"COMPACT_FMT_46","#define COMPACT_FMT_46(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_44(__VA_ARGS__)"
"COMPACT_FMT_44","#define COMPACT_FMT_44(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_42(__VA_ARGS__)"
"COMPACT_FMT_42","#define COMPACT_FMT_42(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_40(__VA_ARGS__)"
"COMPACT_FMT_40","#define COMPACT_FMT_40(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_38(__VA_ARGS__)"
"COMPACT_FMT_38","#define COMPACT_FMT_38(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_36(__VA_ARGS__)"
"COMPACT_FMT_36","#define COMPACT_FMT_36(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_34(__VA_ARGS__)"
"COMPACT_FMT_34","#define COMPACT_FMT_34(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_32(__VA_ARGS__)"
"COMPACT_FMT_32","#define COMPACT_FMT_32(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_30(__VA_ARGS__)"
"COMPACT_FMT_30","#define COMPACT_FMT_30(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_28(__VA_ARGS__)"
"COMPACT_FMT_28","#define COMPACT_FMT_28(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_26(__VA_ARGS__)"
"COMPACT_FMT_26","#define COMPACT_FMT_26(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_24(__VA_ARGS__)"
"COMPACT_FMT_24","#define COMPACT_FMT_24(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_22(__VA_ARGS__)"
"COMPACT_FMT_22","#define COMPACT_FMT_22(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_20(__VA_ARGS__)"
"COMPACT_FMT_20","#define COMPACT_FMT_20(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_18(__VA_ARGS__)"
"COMPACT_FMT_18","#define COMPACT_FMT_18(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_16(__VA_ARGS__)"
"COMPACT_FMT_16","#define COMPACT_FMT_16(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_14(__VA_ARGS__)"
"COMPACT_FMT_14","#define COMPACT_FMT_14(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_12(__VA_ARGS__)"
"COMPACT_FMT_12","#define COMPACT_FMT_12(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_10(__VA_ARGS__)"
"COMPACT_FMT_10","#define COMPACT_FMT_10(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_8(__VA_ARGS__)"
"COMPACT_FMT_8","#define COMPACT_FMT_8(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_6(__VA_ARGS__)"
"COMPACT_FMT_6","#define COMPACT_FMT_6(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_4(__VA_ARGS__)"
"COMPACT_FMT_4","#define COMPACT_FMT_4(fmt,value,__VA_ARGS__...) fmt COMPACT_FMT_2(__VA_ARGS__)"
"COMPACT_FMT_2","#define COMPACT_FMT_2(fmt,value) fmt"
"COMPACT_VALUES","#define COMPACT_VALUES(__VA_ARGS__...) VFUNC(COMPACT_VALUES_, __VA_ARGS__)"
"EMIT_SIMPLE","#define EMIT_SIMPLE(type,format) emitter_printf(emitter, emitter_gen_fmt(fmt, FMT_SIZE, format, justify, width), *(const type *)value);"
